,Group_1,Group_2,Group_3,Group_4,Group_5
2020-01-21,1.0442344217149953,1.0073563517635846,0.9911674575742975,1.0749896095538014,0.9724318015521676
2020-01-22,1.0904190869303447,1.011834871396474,0.9995576004290889,1.1389640553663072,0.9680312243872768
2020-01-23,1.1686682808258202,1.0207060718314276,1.0781929479065653,1.1575021398270002,0.9426250665262957
2020-01-24,1.2039672502147132,1.0571553754419218,1.1065987457945943,1.1967086480053295,0.9478972588214365
2020-01-25,1.1857578874762382,1.126418310061188,1.1209079632542462,1.2274023991023195,0.9294412102474849
2020-01-26,1.1681132791816673,1.1776670392257231,1.1320562737947628,1.2969068126001748,0.8686329145450724
2020-01-27,1.1763570172357296,1.16545743972529,1.1961670565803628,1.3866531654901646,0.8204400715507439
2020-01-28,1.1748899758450633,1.1496001937635298,1.207849080723274,1.4475181417685608,0.816788489679692
2020-01-29,1.1483898056175035,1.1606638619127212,1.2192756209443467,1.551115505730282,0.776612632106735
2020-01-30,1.1173979386550492,1.1711462342006276,1.2274039723235883,1.5629110572157816,0.7660077243778372
2020-01-31,1.1275353141819966,1.2018336837947388,1.146012801000777,1.6161791995100603,0.7669701652005919
2020-02-01,1.1149593168722873,1.2775593202665159,1.1375837037332472,1.6133910681053054,0.7464325476286459
2020-02-02,1.131375055868246,1.323294307680256,1.1475680958937697,1.6225812903769676,0.7195495639298063
2020-02-03,1.1448146187847974,1.3895683445448894,1.1222612183263192,1.677072711569742,0.6888180267471861
2020-02-04,1.1824795013649407,1.4430282449775138,1.1467900425327937,1.6380359372427014,0.6555233087710572
2020-02-05,1.2133227069778743,1.5041795416909334,1.138476379067994,1.6886315930636444,0.6216429482404354
2020-02-06,1.276475857165064,1.5443162116800457,1.1879163897393226,1.6138841069610732,0.6214361037326543
2020-02-07,1.337498086691859,1.5556015431608183,1.2055296264647708,1.5982570374274048,0.6179603236789938
2020-02-08,1.4075325834317893,1.5892426011323362,1.1697701325949135,1.5916565621788676,0.612554721762784
2020-02-09,1.4885851107787942,1.621283833041876,1.1713807400468668,1.5695622920411965,0.6073359480047927
2020-02-10,1.5931165688387632,1.685540968554136,1.1625105992373048,1.5466141443994426,0.5970458251538754
2020-02-11,1.7284766221934367,1.6826550214854827,1.1731317897459335,1.5218099684440654,0.6082482520771757
2020-02-12,1.8776054675668266,1.7138772645471236,1.1520517594666828,1.5886597601464636,0.5964196058416985
2020-02-13,2.0249086407625567,1.746264603905335,1.1765261454966227,1.6169006222296418,0.5767635919098613
2020-02-14,2.1103372414882475,1.8828088697102028,1.2218701659372657,1.5685568278182629,0.5962901226084312
2020-02-15,2.184144552497634,1.9966012368369326,1.293058865951315,1.585321160076364,0.5937998107751022
2020-02-16,2.2465164182791386,2.183459824750475,1.3166815054270122,1.6006827876489924,0.5881038005579923
2020-02-17,2.3235877337938042,2.264664068605058,1.3133301340935204,1.7223998769275322,0.583880877561342
2020-02-18,2.3911003541791307,2.3617048249546384,1.3161956054062003,1.7964800797258489,0.5762024044930273
2020-02-19,2.49475983619072,2.511685880713559,1.2972220222807476,1.7468439165478582,0.5926767328029549
2020-02-20,2.6825072144078703,2.450828480528324,1.28306840540941,1.692812097194725,0.6127898746369804
2020-02-21,2.8596831701582723,2.462131843041954,1.2369843890557266,1.657099853697192,0.6311006471218875
2020-02-22,2.9508991260572346,2.4404602553170256,1.2348879461023998,1.7342026637809893,0.6293161648739426
2020-02-23,2.989499015744691,2.5043420145489246,1.2734030718159965,1.7568051082117757,0.6357508536767363
2020-02-24,3.0290803412127683,2.709083110814063,1.2742294872249045,1.753561244495462,0.6401586479695509
2020-02-25,3.0009617991618405,2.8734443464281725,1.2740519058750785,1.8770633629179077,0.6355846494678296
2020-02-26,3.0481952676205064,2.7717651666233407,1.3441329008118963,1.9663059208965599,0.6509492473437964
2020-02-27,3.054838758151915,2.87452498783266,1.4068157734999178,1.9736726066116894,0.6778870656244734
2020-02-28,2.9838893665094184,2.818166104269164,1.5498255190567762,2.023673790262181,0.7070761324346049
2020-02-29,2.9190140537422833,2.8380425393761275,1.6028312757470344,2.1668690938221298,0.7162184202244742
2020-03-01,2.9683963392037045,2.8836602381322907,1.5803355073022538,2.2700123304263276,0.7326292318731575
2020-03-02,2.937462498683591,3.0151769822646983,1.5959602631896543,2.3309049035457163,0.7525711244633423
2020-03-03,2.8925477717734727,3.0947415171370247,1.64987452759804,2.418957728041551,0.7577306482871555
2020-03-04,2.8782671739681565,3.1342386672170375,1.7292926452776456,2.495401827566797,0.7775837711718228
2020-03-05,2.833457268177068,3.3201688982881934,1.7515753902507114,2.4851707516989014,0.80855275555076
2020-03-06,2.9202205443476767,3.445241465931346,1.7418376117747776,2.4849447207872766,0.8364438900551384
2020-03-07,3.0141894255415203,3.580895958291072,1.7392061541207051,2.4809989350769137,0.8460343584130141
2020-03-08,3.1252809794444754,3.7220771720468133,1.7293771642763036,2.5241128829239177,0.8732455276876652
2020-03-09,3.1444099193255695,3.961974335952387,1.7466380661487055,2.628171250885543,0.8790678572183832
2020-03-10,3.1873883119401847,4.169051407666185,1.8489941061730208,2.748179231837662,0.8775640374519665
2020-03-11,3.2494105179906256,4.290316734283122,1.9713811071535194,2.9971646546171584,0.8698581564163306
2020-03-12,3.351310294774094,4.350089951176081,2.125762134112312,3.1525965489997354,0.8868799672267323
2020-03-13,3.455122658591998,4.596589818658328,2.2347285513045665,3.310941780902005,0.8872208010294397
2020-03-14,3.5346539152989664,4.826031032268165,2.4793582687815423,3.383585435476108,0.8891461125745473
2020-03-15,3.740244310833096,5.0253489965994245,2.7392247115587285,3.317357935399907,0.8888290328250082
2020-03-16,3.8668218582669867,5.710200037580857,2.807150448790804,3.095030927746046,0.912096576651541
2020-03-17,3.910257920736167,6.482985953382095,2.886279029553457,2.9657506416469928,0.9106865993029009
2020-03-18,4.043616157244933,6.75221932373276,3.1335410868399607,2.817638553617448,0.918412575074671
2020-03-19,4.08467058197564,6.986474269310824,3.2809907250982926,2.9027910819814555,0.9275313151891612
2020-03-20,4.237167996449978,7.042300500756051,3.418425752825442,2.947262949658659,0.9717649056980426
2020-03-21,4.429727779640466,7.1606567545645605,3.5142503983075724,3.0740018627063495,1.0462287589509303
2020-03-22,4.580182257017013,7.128666253182637,3.5056664640543236,3.238899836628626,1.1358718164441701
2020-03-23,4.663794710454973,7.222262018301341,3.6367412675267987,3.3741730081930674,1.2127875423166803
2020-03-24,4.782100086814221,7.403809180207809,3.6991756766419366,3.46705549107023,1.2821212967296727
2020-03-25,4.952762409405462,7.8217971470784295,3.753159753428276,3.4010706350441806,1.3911947711485926
2020-03-26,5.328226497086175,7.990461938856956,3.85451452108772,3.3534342555820684,1.477023580698444
2020-03-27,5.728956423535268,8.29178417690982,3.9892191460081836,3.3534648829071783,1.5811628970684815
2020-03-28,6.087152653889558,8.687607648073463,4.142878362494318,3.5040309728265187,1.6004287418468273
2020-03-29,6.286986602449142,9.709332810444394,4.113680259366673,3.776003316932643,1.5947498643431155
2020-03-30,6.696852461177046,10.424752312372204,4.291808149723509,3.909672538576319,1.6279558694184812
2020-03-31,7.297527909111185,11.321562559027917,4.516542518866133,3.768526574037479,1.749460717716407
2020-04-01,7.929465662432941,12.072540189303384,4.881919977110623,3.695554037420367,1.8524902149437141
2020-04-02,8.417561436833788,12.980105801934041,4.992183866217277,3.738341480551313,1.9122100214050104
2020-04-03,8.959888492825392,13.701992392369942,4.865599721600418,3.8882720000081554,1.9761807735151549
2020-04-04,9.603380330421617,14.292440772667199,5.046031593433893,3.888553112779053,2.028021023416711
2020-04-05,10.15843814432019,15.022440389628029,5.20607533701209,4.0523072382694805,2.005355064694204
2020-04-06,10.644101585672011,15.87872233782981,5.402940791666566,4.073186598573087,2.040419138316456
2020-04-07,11.154686046525418,16.474347383248094,5.669918041572187,4.0065803877793815,2.082989197932883
2020-04-08,11.535266316285654,17.05091369507578,5.536188028164111,4.067057259376026,2.24033934127044
2020-04-09,11.946141625864804,17.504781263171502,5.523106284935521,4.131801540749436,2.374529810550326
2020-04-10,12.36926978406832,17.939794966375327,5.311099599148368,4.381878842850428,2.4507791516562993
2020-04-11,13.06995928299007,19.11559395556452,5.138920848143532,4.530766118905664,2.525744952939738
2020-04-12,13.449571275825376,19.19084049506398,5.3176773821704035,4.722575170373794,2.5746269971942284
2020-04-13,13.69932309244727,19.229704760102493,5.5903807832238215,4.820299250198256,2.6845469812623217
2020-04-14,14.103793757166027,20.323634056502545,5.6893422093812225,4.848223879174309,2.801955190468717
2020-04-15,14.011515346901911,21.01370950309898,6.38240438820044,4.916455695312173,2.8490897623645703
2020-04-16,14.367102054985239,21.496252649615244,6.749086289166754,5.098446209251522,2.8912828991345303
2020-04-17,14.98480427695382,21.888162672836422,7.215382553913286,5.3030314487011045,2.9336277327962623
2020-04-18,15.877889394354458,23.11406487188822,7.409086780286086,5.484150543025809,2.952063172579383
2020-04-19,16.710324606787996,24.121463593136767,7.856241218080743,5.646023062474968,3.0164126841217893
2020-04-20,17.695737003534255,25.832942788040885,8.083104230588507,5.409657107731429,3.1929732437806497
2020-04-21,18.934714927275714,27.455248847998448,8.131787735295191,5.332790793667412,3.3944722036442623
2020-04-22,20.527372044279506,30.54254910035327,8.123516010158728,5.2418548411809684,3.6722345064980715
2020-04-23,21.902572558882248,32.25442019336727,8.656594890696041,5.049479797023169,3.9342234013386395
2020-04-24,23.285160950811623,35.39643047610225,8.592757464303089,5.017343594798254,4.2307379050509475
2020-04-25,25.826181164411114,36.78417497239534,8.633622640549994,5.088784977658811,4.450402198936688
2020-04-26,28.36020768300386,37.63361318608834,8.913883570959824,5.316646017973394,4.60885950176551
2020-04-27,29.78019989751714,39.9767534093441,9.158110640093238,5.342904082817022,5.004674914970146
2020-04-28,30.717694155095106,43.719672016446935,9.57196928221845,5.356189133335344,5.392636610435546
2020-04-29,32.606898496051016,45.81308647861585,9.396452807846257,5.75020545488273,5.756843136760792
2020-04-30,35.452710043246036,45.95991623313414,9.717800281901019,6.261206939839007,6.046505031660259
2020-05-01,37.773435394319044,45.06657394123937,10.47294012857617,6.72533013742079,6.349799388272023
2020-05-02,40.84198793421608,44.6665446347703,11.041306580610517,7.143329693503978,6.855940595525688
2020-05-03,41.41969620559936,45.98404690437954,12.008737796169552,7.5928861209161935,7.357129454173495
2020-05-04,42.03381860691174,47.93008211971329,12.995904963400987,7.990917916057832,7.58986889741652
2020-05-05,41.960079998150235,49.292225983982306,14.028988618441536,7.982466422027659,8.365708514149782
2020-05-06,45.18752145469943,48.839235684813,14.666370802336468,8.188018100325243,8.903405653181697
2020-05-07,45.6197031457229,49.77423889842258,15.362681849376735,8.282491827934534,9.537392852717714
2020-05-08,44.84026325196486,51.3771038908721,15.814594459970914,8.517378649260282,10.081743936758183
2020-05-09,44.09174475173552,50.76078566934462,15.623968927901348,9.080709491232563,10.556044103127176
2020-05-10,41.74202920372402,50.800574381349136,15.90390505831667,9.650824896593736,10.723933168240842
2020-05-11,40.2161674628736,50.905034048558846,15.703963145467716,10.33059642510326,10.600642405351648
2020-05-12,38.628887704206385,49.43324532393662,16.48665831339112,10.259558901761915,10.963963680634956
2020-05-13,37.412235514117604,50.17359683644637,16.92510542293631,10.541316312523946,11.449118278418197
2020-05-14,36.29062400965325,52.20580945341851,16.73167117136421,10.689607623806285,12.07176122502672
2020-05-15,34.44191360696635,53.115157435756515,17.025438177917707,11.875242091327893,11.85687132609795
2020-05-16,33.0800866605532,54.44209302979069,17.9202097130699,12.757342049062038,11.649264404270037
2020-05-17,32.074464656443254,54.912282773458585,18.986574566744338,14.094835632430177,11.36668585048551
2020-05-18,31.291419027228432,58.64862788876655,18.6530856778989,14.318817667236916,12.175443232964101
2020-05-19,30.991814558845668,60.70507478275236,19.333034854742472,14.78298367333589,12.320085010146771
2020-05-20,30.66696497332044,63.529092562033405,19.5132508410583,15.079325609223044,12.608891267357592
2020-05-21,30.289279851027693,65.87863584725841,20.52470245468659,15.20575930367603,12.94236417011046
2020-05-22,30.056264881868806,66.66541153586849,20.652820707448615,15.923330965460265,13.221619477549512
2020-05-23,29.91799831284163,68.02193140390406,20.922851561501467,16.513355050851576,13.011680494571301
2020-05-24,29.555521749002427,71.81686220402631,20.83080024068329,16.87005416736623,13.054581836310437
2020-05-25,29.585539562241625,75.69428405075254,20.764854718098125,17.00804136009691,13.156614639626138
2020-05-26,30.071687207749914,79.24980222937829,21.898327119172116,15.996122415499942,13.083280701156625
2020-05-27,31.018941297745922,82.19102449228771,22.074828429301792,15.418792045152623,12.971776426121359
2020-05-28,31.320028873428512,85.99711431913641,22.101184556497184,15.570622930540178,12.324650806647458
2020-05-29,32.15279777581646,88.97163235672836,21.849636870039475,16.1214135066523,11.63540475567434
2020-05-30,33.475955631280186,89.40247884247106,22.272763336907182,16.20624642831385,11.572007098089555
2020-05-31,35.71496630630956,91.06229256418624,22.751279430310646,15.663285844289252,11.413673335673007
2020-06-01,37.06339281250609,96.73686193009051,23.50394636431368,14.973164942479924,11.239323480970484
2020-06-02,39.01368202117041,98.89110974338861,24.631389277927088,14.089502334428044,10.855719694309165
2020-06-03,40.62783609552535,100.45072042512584,25.858342099380838,13.272616100803711,10.6573112710764
2020-06-04,41.75525769266733,106.26689740967122,26.38678923785453,12.415734167100002,10.517253496660329
2020-06-05,42.53244174200651,110.7933536382314,26.0899035278183,12.21163664671474,10.253891598271315
2020-06-06,43.874239897468165,113.51987105342302,26.047335781934134,12.009420780599685,10.10791573295241
2020-06-07,44.80297945974766,116.85815959578503,26.405890897619432,10.94706323951327,9.938984496501247
2020-06-08,45.865664975329125,123.79676687421623,26.243760658843396,10.394463376140711,9.908931315256778
2020-06-09,48.272536418376816,130.24718864008778,25.63439556646873,9.682915136168024,9.859031644727386
2020-06-10,49.581665295564356,124.58322478414229,26.005806674787475,9.420845497958004,9.851626967471974
2020-06-11,53.14184391909966,115.13953197784028,26.74360003021081,9.197876506981393,10.00358675894724
2020-06-12,56.18251290096365,111.65345623833132,27.376842583576106,8.494878844184727,10.704557164536164
2020-06-13,61.728127139259115,101.28187490306674,26.552387208407296,8.541756185500608,11.292270298661418
2020-06-14,66.34522610947668,96.83261972691771,24.952599706739928,8.487251247163535,12.021428746451088
2020-06-15,70.18235830145562,94.6848563580634,23.71341862895345,8.3641218099529,12.801243444327113
2020-06-16,72.0257641478562,93.08609082276875,23.398663445611163,8.445335503450227,13.872980082352981
2020-06-17,74.2524208242686,88.7771657021671,23.547576503836336,8.776837265709696,15.270356451836168
2020-06-18,73.49924836815873,90.69834104125387,23.327821761909735,9.058455503854576,16.638015167757406
2020-06-19,72.2971962450782,87.04392150344646,24.34332045601731,9.256684884163075,17.879832628452473
2020-06-20,70.48636061481783,85.64784790940968,24.717165462066518,9.696212894995238,19.021627380058113
2020-06-21,65.77185191032093,86.62400178213694,24.931953217906983,10.187663849271757,19.800543231899887
2020-06-22,64.12930908869438,85.75468257278187,25.93396302503631,10.580233626182027,20.730952256648006
2020-06-23,63.474993980450265,91.60333811232377,25.021936329825653,11.16429004862015,20.95601206451129
2020-06-24,62.980690462301375,94.47664681474798,24.35778268860359,12.043425757001682,21.01361934818853
2020-06-25,60.802860581147414,102.30134160679161,23.983497408642645,12.56055176589407,21.19852485739627
2020-06-26,59.264007925938856,107.7120067252597,24.501303883815485,12.745643233990313,21.0138465394725
2020-06-27,59.469350422608954,108.18453849055325,26.43521818853786,13.201046283790259,21.34634719199761
2020-06-28,58.60571236198338,110.98347888806525,28.264876204471125,13.12539232382808,21.92863292178809
2020-06-29,57.215491369587,119.21120243889627,29.293801629319084,13.525903096195995,22.072899959677766
2020-06-30,56.72002829955642,125.4362838999262,30.31171215835815,13.527968401794777,22.53444421224671
2020-07-01,57.514247701912616,126.83834505642308,30.556535768330004,14.348273808096536,22.057263482459387
2020-07-02,59.13782252663604,131.0216722543183,30.181426963991232,14.663638899807035,22.67748245819456
2020-07-03,60.55867980032596,136.47122342761858,30.35352301087702,14.88823808001978,22.971516420269122
2020-07-04,61.1158055501314,141.9397542236523,30.59169383507729,15.208252091634579,22.942733419096665
2020-07-05,60.47151885247539,147.3610004872187,30.868341955585294,15.87707665579512,23.32536868995036
2020-07-06,61.24216290198405,150.77629901310203,31.691433770584354,16.01734664036248,23.313320004984046
2020-07-07,62.689372452889295,152.47465020226795,33.20781534864273,16.39485219992179,23.138188255919196
2020-07-08,63.53890907566343,160.7499131843224,33.1539014298578,17.072157489409495,23.808714278846118
2020-07-09,62.564047080600474,172.1018636394131,33.9324078461863,17.9228054977999,24.654195676736826
2020-07-10,64.97987316092913,170.29548942769162,34.95929423839951,18.970283342856245,25.207881773874234
2020-07-11,67.95714347636392,167.60319102152957,35.28760469075347,20.55645724580085,26.149052880836074
2020-07-12,70.15310007621461,169.84109118907145,35.80101405005061,21.37472437356896,27.88430374027295
2020-07-13,73.0102373226101,167.6268223334366,35.90282870605708,22.26259716914677,30.1064269104151
2020-07-14,76.39578291067365,168.58833053921077,35.27851345539971,23.734260320382944,32.20085674336063
2020-07-15,79.9339062495504,173.01377289652405,35.145046729861626,25.456477363676957,33.22704834918998
2020-07-16,82.92940310679118,178.36566667761167,36.79001694065745,26.759851880959047,34.58870529430071
2020-07-17,86.97558272040497,175.4550442989546,37.4183621279617,28.74240600382835,35.876851090458054
2020-07-18,86.18026855269892,168.2211583988091,40.121945542546655,31.01687839727415,37.57764207704804
2020-07-19,86.45805520124854,169.06730475817423,41.04193085826836,31.161888827249822,39.83412917223742
2020-07-20,90.3248995241905,160.8871480179062,42.58011044991,32.56069290750351,41.21551493818428
2020-07-21,96.3576401162156,157.55884465817945,42.91551257318046,34.1009433196339,42.599438892613165
2020-07-22,100.99870195513707,155.25598241692484,43.757386224861335,35.02011579946859,44.648973877957644
2020-07-23,106.18297090468994,161.7563987200026,43.24153816886389,37.22964192764758,45.48358944750853
2020-07-24,113.13890934550724,165.627800322432,43.93508945193054,39.781464144401724,46.4059561860349
2020-07-25,120.7719038684599,167.09782357914924,45.421585171867584,40.957872223387746,48.32980998424271
2020-07-26,125.06807710116443,185.56102071215065,43.11660825230866,42.04542739890807,51.092967264201285
2020-07-27,129.34468621063235,196.78718512091658,42.02138217920308,43.01155020940303,53.83900114845442
2020-07-28,132.7206052737423,190.68450159698537,43.99311914502398,43.05332806151153,56.268047667285735
2020-07-29,132.12931018785952,204.08412153140355,42.4197059181665,44.673493857895785,56.54733171958051
2020-07-30,134.6572740425998,216.21233030113532,41.553654914135734,46.2924500629461,56.87474364996947
2020-07-31,140.12833266673147,224.40655404181615,40.83082786408605,46.92660731047456,58.33388852888537
2020-08-01,146.19257702070377,229.6702495354882,41.06356830423997,47.50632233816427,57.455192485467556
2020-08-02,147.0751592400549,240.31806021683482,42.75166089182096,45.26368121796649,58.58075022535664
2020-08-03,150.1677833971946,254.72964430871153,44.95089446223827,42.42100097987179,60.062294555008975
2020-08-04,150.3755005810737,258.7765417984658,46.292489432615,43.49077350590711,58.845673978889785
2020-08-05,150.55773664638232,257.26170488301864,50.330289160239346,42.97017027784029,58.805669065604185
2020-08-06,150.7583224612121,261.77007660425505,53.02625948329289,42.85750331389912,58.14323957698671
2020-08-07,152.09013756213028,274.2756587977335,54.50383291239585,42.70225186428121,59.38355561771269
2020-08-08,149.9887830467324,285.95226113082066,59.02246670942168,41.71918845635234,61.56920446442858
2020-08-09,155.29144742911575,302.10948843836275,60.911158609173675,42.12670137833486,62.87487917676073
2020-08-10,159.44075827209005,306.4324891104055,64.4720412347104,41.92404236168174,64.87907016404293
2020-08-11,162.73522938478163,326.67672823734114,65.125584581012,42.458948476483876,65.59694316231935
2020-08-12,159.2160614275932,350.90990866512857,63.965564542684184,42.569881004410384,66.26265196220754
2020-08-13,157.12855701036958,359.73657846295777,65.608724020164,41.9730047526598,66.51475448882233
2020-08-14,159.56261376899164,380.99695230746926,65.91901813792606,38.932841312682854,70.23304159607007
2020-08-15,163.03631963035215,397.7240966136531,66.04086425431588,37.28325565912435,73.94877490986055
2020-08-16,165.01354098740504,410.405602914164,67.37061415038043,36.89073779521813,78.9669691547448
2020-08-17,166.72170825480586,428.11630260455274,69.0282815381918,37.1597028246393,83.96532427626445
2020-08-18,166.02438563794567,449.6151609390289,71.32939277889822,37.767004767081765,89.46439501174144
2020-08-19,167.16758856434888,486.02967219669785,72.52726594374869,39.238879220706735,94.24096810748438
2020-08-20,172.45372767587952,514.5985829894723,70.99699168723775,40.93704950391851,100.64540016945416
2020-08-21,177.59913319580744,536.9566793044831,70.59384605127616,43.12010774173229,107.16083914173365
2020-08-22,177.74042517355858,552.8826030373244,76.36278750361872,45.08033148750394,113.3495797351965
2020-08-23,176.27005485683216,577.8772740287085,80.70091024615371,45.63892522073362,120.26254968326039
2020-08-24,171.7615548044476,612.5087940176517,81.58972751016759,48.50357384518184,128.64219316553542
2020-08-25,169.6292764500373,638.1685152703293,83.70557829135188,51.04005047904803,131.42385742193153
2020-08-26,163.8768756654315,687.7735230402016,88.27483906231227,52.65701111483639,135.91280931268363
2020-08-27,158.28688406180697,744.2317107967475,87.1714563949985,57.11437509776258,139.21977718713327
2020-08-28,155.85974744570123,779.3047768468309,91.74808941726755,57.382108055086626,147.29993718830664
2020-08-29,151.38785555648934,806.3114305638024,97.42655947646946,59.589017274621504,144.58299414114217
2020-08-30,147.04784186143135,883.5694998445368,99.38704171427376,57.85837555790848,150.14345581033152
2020-08-31,142.3170643372539,932.2520357855971,100.28238840932586,59.65615470385805,151.92362728747824
2020-09-01,139.50714242778545,972.5926072488029,101.57060673814446,61.501396046923574,156.04590609654957
2020-09-02,135.75338544495233,1072.7804769816235,101.16846109687877,64.09834674164338,157.21942103069583
2020-09-03,137.35205479243845,1142.1469244764946,101.43574121804265,66.11548152858813,159.44095110470792
2020-09-04,135.35073653722057,1232.7663578485324,101.82185540832046,66.70549663348427,162.90359163986355
2020-09-05,134.00802858466068,1223.8122302399286,107.50314853992775,67.30918204207012,165.5957760656454
2020-09-06,133.83579497806892,1236.3034959746517,106.32997753882972,69.00139933967627,165.92372301816567
2020-09-07,131.6664720743171,1178.3640831420046,107.78930316819823,69.79827988865657,170.37783508506774
2020-09-08,128.88508770148118,1171.16732269941,108.35784508188638,69.17501381070572,174.69841943647714
2020-09-09,123.46453719871518,1205.6480280428498,106.79122560505141,67.84717399319162,182.77980740597494
2020-09-10,122.14099620157799,1217.7904352107164,104.69949617273559,67.38993715685322,188.5604736807938
2020-09-11,119.52568310954689,1228.9328922893646,101.58704160937387,70.69920911882855,186.53538065791005
2020-09-12,117.76085014506654,1214.2029441155705,101.83246777569366,72.8904745628247,192.47793838107083
2020-09-13,115.13034866979713,1161.2021343326098,104.5130589529345,77.20157944722555,191.5434576200674
2020-09-14,115.26077402256144,1142.528649132467,104.74624846273217,81.65575231232388,190.03744389090338
2020-09-15,111.5555459282477,1164.2271886728765,105.13432136796757,84.45899538167106,186.10576312093053
2020-09-16,105.98564598612012,1216.5425000438156,103.5017701121455,82.28573598541905,191.3343945931182
2020-09-17,101.67467361266152,1263.7519672439753,102.43194299115413,84.55286432472796,187.15210556095394
2020-09-18,102.39766481898768,1263.0639607834505,105.7002782359649,86.11614126355127,184.6915807732761
2020-09-19,100.2956291449462,1296.3724024965884,104.13530136247839,89.50663349613595,188.02907345501063
2020-09-20,102.0507978457599,1349.9470006379227,103.7729772833785,90.04729679377816,184.9928745234814
2020-09-21,102.25505249688453,1413.4320877160328,107.77894582064528,90.01548737797376,179.80486389409216
2020-09-22,104.22404221079995,1519.8900229069902,111.64483633058047,90.15495451768939,173.0760446436096
2020-09-23,103.39089573220055,1665.551790042226,117.97893579833847,86.32148580368138,167.8739746661841
2020-09-24,109.19253385767887,1675.2605617013935,120.43802538157036,87.82573745291546,162.92589297188263
2020-09-25,111.76263399514984,1689.4644603118477,125.43104145936061,88.82642766375118,156.73545377548626
2020-09-26,114.63702153447326,1746.4368996415371,130.5245125042594,89.34723466619873,152.38014320160443
2020-09-27,118.44967169669265,1772.2978557764898,137.07745265378372,93.28710392236111,148.79047424298503
2020-09-28,124.71413019624266,1776.9016379752684,138.22736366486544,95.31597607711068,147.38473686587508
2020-09-29,132.1874325612103,1764.130861608987,140.97188463504577,95.06702692072086,147.7258391494291
2020-09-30,134.535872202884,1748.0648447534081,144.73592945623312,93.85250702283707,148.6797721046484
2020-10-01,137.41186087959272,1691.2346127996304,150.49052019404976,96.24277748361143,146.94672251003624
